Name,USR_1,USR_2,USR_3,USR_4,USR_5,USR_6,USR_7,USR_8,USR_9,USR_10,USR_11,USR_12
CHEMBL100624,5.111275219551288,2.3275621855938025,0.5212345644751085,5.1823831726042915,2.4125668762504255,0.26198704570639064,10.162094212173779,4.857587658810334,-0.5872236465599677,9.371577832698964,4.8977716316309365,0.04095968306587891
CHEMBL102194,7.633310817092803,3.7134985339422526,0.44164389933122716,7.719860314123855,3.7746944160145417,0.06965522807648242,15.348278218427927,7.987874200117768,-0.198166732858897,13.926388491505836,7.7498166561406165,0.0596284242376912
CHEMBL104,3.316825466845134,1.1642683002745926,-0.6529696109634681,3.320040261692012,1.202429367374533,-0.6842157511995804,5.936920306814473,2.2672231396533427,-0.9219145419312769,5.432707531662384,2.0605283218164234,-0.7875139639156636
CHEMBL104061,6.317170016790998,2.3885250014985613,0.5428560151048052,6.389362290413115,2.895001647119982,0.3291283107763155,11.73312337551684,5.730872866809356,-0.7387147192065469,10.546448592257862,5.688212808229023,-0.08377774739943421
CHEMBL104076,6.719420740282298,2.9342225845142424,0.45429359198945046,6.840300124630927,3.2590915259104216,0.10240300791257714,12.968725914027829,6.6919875077843844,-0.5369207240131637,12.174120674663465,6.603618872677474,0.2803851445281059
CHEMBL104127,4.424852967458432,1.9369998813222136,0.3191073163552274,4.478371854122208,2.1103137002596286,0.30935312718696056,8.392977110044836,4.215996097370514,-0.37291382551837754,8.143495621063408,4.097317470611423,-0.29837377028233275
CHEMBL104180,4.714476247551522,1.9216372432475743,-0.008818566043957832,4.762689402872558,2.098551908705745,-0.294018541585183,8.987028264410558,4.35094360408192,-0.49154610418260936,8.236933693893652,4.167691195146026,0.170731548315743
CHEMBL104193,6.630803209842232,2.5584207647134387,0.4015753301872034,6.843276972198955,3.0971032732133996,0.25725464529822784,12.313253948365269,6.120919051743981,-0.47935900693663286,11.579437385314574,6.137722208600002,-0.08647143114475411
CHEMBL104222,5.898297514264025,2.279759715843854,0.691518425935117,5.963449403713647,2.8988597948635015,0.6195622908679799,11.173635387211782,5.399008318110413,-0.7381171366839621,9.87397766717805,5.280746693184703,0.251449215310301
CHEMBL104377,4.602575029673707,1.9086363841586855,-0.06323917160931439,4.683513296164486,2.060744321337901,-0.33590302057233745,8.576440894677958,4.199407414793279,-0.46664459324334046,8.175726701419006,4.265841352642915,-0.1674815585884273
CHEMBL104551,5.157621000040214,2.1688244387080173,-0.12273634333545495,5.20256559716043,2.2718450709991256,-0.3624789882752547,9.792306170352676,4.809292320882743,-0.5112139213336233,8.700206840540563,4.491639283583536,0.2491136255524879
CHEMBL104981,5.288735461546294,1.9732007801506988,-0.2923405373455892,5.328746101356651,2.150139099061973,-0.557839020723369,9.801515909168497,4.68429956919198,-0.6540757925767642,8.65595758604806,4.621222790184519,0.07694431783765751
CHEMBL105968,4.966659294238701,1.9478549046860318,-0.4368965587720911,5.079857835404789,2.117928389958206,-0.16973967616692615,9.206102165148716,4.449141103545606,-0.6345767153266204,8.235963475777075,4.26780826336985,0.19978360332031694
CHEMBL106487,6.3694858972261015,2.663782200875981,0.5476844486537648,6.4521074396943305,3.0654226197586607,0.23954757746233515,12.212654957355543,6.216840547802717,-0.6657977449474892,10.992275970689,6.031493354806062,0.20752325291289447
